file,start_time,end_time,A NE Pacific,B NE Pacific
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,700.0,730.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,720.0,750.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,740.0,770.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,760.0,790.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,780.0,810.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,800.0,830.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,820.0,850.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,840.0,870.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,860.0,890.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,880.0,910.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,900.0,930.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,920.0,950.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,940.0,970.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,960.0,990.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,980.0,1010.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1000.0,1030.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1020.0,1050.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1040.0,1070.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1060.0,1090.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1080.0,1110.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1100.0,1130.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1120.0,1150.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1140.0,1170.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1160.0,1190.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1180.0,1210.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1200.0,1230.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1220.0,1250.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1240.0,1270.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1260.0,1290.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1280.0,1310.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1300.0,1330.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1320.0,1350.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1340.0,1370.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1360.0,1390.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1380.0,1410.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1400.0,1430.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1420.0,1450.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1440.0,1470.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1460.0,1490.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1480.0,1510.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1500.0,1530.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1520.0,1550.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1540.0,1570.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1560.0,1590.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1580.0,1610.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1600.0,1630.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1620.0,1650.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1640.0,1670.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1660.0,1690.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1680.0,1710.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1700.0,1730.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1720.0,1750.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1740.0,1770.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1760.0,1790.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1780.0,1810.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1800.0,1830.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1820.0,1850.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1840.0,1870.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1860.0,1890.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1880.0,1910.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1900.0,1930.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1920.0,1950.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1940.0,1970.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1960.0,1990.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,1980.0,2010.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2000.0,2030.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2020.0,2050.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2040.0,2070.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2060.0,2090.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2080.0,2110.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2100.0,2130.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2120.0,2150.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2140.0,2170.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2160.0,2190.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2180.0,2210.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2200.0,2230.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2220.0,2250.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2240.0,2270.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2260.0,2290.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2280.0,2310.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2300.0,2330.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2320.0,2350.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2340.0,2370.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2360.0,2390.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2380.0,2410.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2400.0,2430.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2420.0,2450.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2440.0,2470.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2460.0,2490.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2480.0,2510.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2500.0,2530.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2520.0,2550.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2540.0,2570.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2560.0,2590.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2580.0,2610.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2600.0,2630.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2620.0,2650.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2640.0,2670.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2660.0,2690.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2680.0,2710.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2700.0,2730.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2720.0,2750.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2740.0,2770.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2760.0,2790.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2780.0,2810.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2800.0,2830.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2820.0,2850.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2840.0,2870.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2860.0,2890.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2880.0,2910.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2900.0,2930.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2920.0,2950.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2940.0,2970.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2960.0,2990.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,2980.0,3010.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3000.0,3030.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3020.0,3050.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3040.0,3070.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3060.0,3090.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3080.0,3110.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3100.0,3130.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3120.0,3150.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3140.0,3170.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3160.0,3190.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3180.0,3210.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3200.0,3230.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3220.0,3250.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3240.0,3270.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3260.0,3290.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3280.0,3310.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3300.0,3330.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3320.0,3350.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3340.0,3370.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3360.0,3390.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3380.0,3410.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3400.0,3430.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3420.0,3450.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3440.0,3470.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3460.0,3490.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3480.0,3510.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3500.0,3530.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3520.0,3550.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3540.0,3570.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3560.0,3590.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3580.0,3610.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3600.0,3630.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3620.0,3650.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3640.0,3670.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3660.0,3690.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3680.0,3710.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3700.0,3730.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3720.0,3750.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3740.0,3770.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3760.0,3790.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3780.0,3810.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3800.0,3830.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3820.0,3850.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3840.0,3870.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3860.0,3890.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3880.0,3910.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3900.0,3930.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3920.0,3950.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3940.0,3970.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3960.0,3990.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,3980.0,4010.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4000.0,4030.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4020.0,4050.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4040.0,4070.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4060.0,4090.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4080.0,4110.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4100.0,4130.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4120.0,4150.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4140.0,4170.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4160.0,4190.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4180.0,4210.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4200.0,4230.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4220.0,4250.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4240.0,4270.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4260.0,4290.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4280.0,4310.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4300.0,4330.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4320.0,4350.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4340.0,4370.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4360.0,4390.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4380.0,4410.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4400.0,4430.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4420.0,4450.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4440.0,4470.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4460.0,4490.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4480.0,4510.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4500.0,4530.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4520.0,4550.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4540.0,4570.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4560.0,4590.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4580.0,4610.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4600.0,4630.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4620.0,4650.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4640.0,4670.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4660.0,4690.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4680.0,4710.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4700.0,4730.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4720.0,4750.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4740.0,4770.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4760.0,4790.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4780.0,4810.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4800.0,4830.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4820.0,4850.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4840.0,4870.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4860.0,4890.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4880.0,4910.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4900.0,4930.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4920.0,4950.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4940.0,4970.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4960.0,4990.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,4980.0,5010.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5000.0,5030.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5020.0,5050.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5040.0,5070.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5060.0,5090.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5080.0,5110.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5100.0,5130.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5120.0,5150.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5140.0,5170.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5160.0,5190.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5180.0,5210.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5200.0,5230.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5220.0,5250.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5240.0,5270.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5260.0,5290.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5280.0,5310.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5300.0,5330.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5320.0,5350.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5340.0,5370.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5360.0,5390.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5380.0,5410.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5400.0,5430.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5420.0,5450.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5440.0,5470.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5460.0,5490.0,0.0,0.0
..\..\data\raw\DCPP01A_d01_121109_191242.d100.x.wav,5480.0,5510.0,0.0,0.0
